"STATION","NAME","DATE","PRCP","SNOW","SNWD","TMAX","TMIN"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-09-11","0.00","0.0","0.0","75","55"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-09-12","0.00","0.0","0.0","77","58"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-09-13","0.05","0.0","0.0","76","64"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-09-14","0.00","0.0","0.0","81","59"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-09-15","0.00","0.0","0.0","88","64"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-09-16","0.00","0.0","0.0","89","67"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-09-17","0.00","0.0","0.0","88","66"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-09-18","0.00","0.0","0.0","77","59"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-09-19","0.19","0.0","0.0","78","66"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-09-20","0.00","0.0","0.0","92","66"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-09-21","0.00","0.0","0.0","95","74"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-09-22","0.00","0.0","0.0","95","75"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-09-23","0.00","0.0","0.0","95","75"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-09-24","0.00","0.0","0.0","92","73"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-09-25","0.00","0.0","0.0","92","71"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-09-26","0.00","0.0","0.0","93","72"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-09-27","0.00","0.0","0.0","73","58"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-09-28","0.00","0.0","0.0","73","54"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-09-29","0.00","0.0","0.0","70","60"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-09-30","0.00","0.0","0.0","66","57"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-10-01","0.00","0.0","0.0","72","52"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-10-02","0.00","0.0","0.0","83","62"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-10-03","0.08","0.0","0.0","79","67"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-10-04","0.15","0.0","0.0","72","62"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-10-05","0.04","0.0","0.0","76","56"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-10-06","0.35","0.0","0.0","72","62"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-10-07","0.48","0.0","0.0","80","61"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-10-08","0.00","0.0","0.0","80","56"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-10-09","0.00","0.0","0.0","82","55"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-10-10","0.87","0.0","0.0","65","59"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-10-11","0.83","0.0","0.0","63","57"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-10-12","0.00","0.0","0.0","60","57"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-10-13","0.00","0.0","0.0","74","54"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-10-14","5.11","0.0","0.0","68","62"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-10-15","0.30","0.0","0.0","68","48"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-10-16","0.00","0.0","0.0","63","43"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-10-17","0.00","0.0","0.0","71","48"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-10-18","0.00","0.0","0.0","71","50"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-10-19","0.00","0.0","0.0","69","53"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-10-20","0.00","0.0","0.0","80","54"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-10-21","0.00","0.0","0.0","78","62"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-10-22","0.76","0.0","0.0","72","52"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-10-23","1.16","0.0","0.0","54","50"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-10-24","0.55","0.0","0.0","50","42"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-10-25","0.00","0.0","0.0","54","38"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-10-26","0.00","0.0","0.0","61","39"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-10-27","0.00","0.0","0.0","54","37"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-10-28","0.01","0.0","0.0","40","36"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-10-29","0.00","0.0","0.0","46","33"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-10-30","0.00","0.0","0.0","51","38"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-10-31","0.00","0.0","0.0","41","35"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-11-01","0.37","0.0","0.0","45","37"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-11-02","0.10","0.0","0.0","52","45"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-11-03","0.00","0.0","0.0","50","40"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-11-04","0.19","0.0","0.0","51","43"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-11-05","0.02","0.0","0.0","53","44"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-11-06","0.00","0.0","0.0","44","33"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-11-07","0.00","0.0","0.0","48","33"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-11-08","0.00","0.0","0.0","47","29"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-11-09","0.00","0.0","0.0","47","22"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-11-10","0.00","0.0","0.0","31","20"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-11-11","0.00","0.0","0.0","39","26"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-11-12","0.12","0.0","0.0","41","38"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-11-13","0.00","0.0","0.0","42","32"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-11-14","0.00","0.0","0.0","50","33"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-11-15","0.40","0.0","0.0","52","34"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-11-16","0.00","0.0","0.0","39","32"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-11-17","0.41","0.0","0.0","48","36"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-11-18","0.81","0.0","0.0","48","36"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-11-19","0.00","0.0","0.0","38","30"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-11-20","0.00","0.0","0.0","54","31"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-11-21","0.06","0.0","0.0","45","28"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-11-22","0.00","0.0","0.0","35","23"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-11-23","0.00","0.0","0.0","48","32"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-11-24","0.00","0.0","0.0","62","34"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-11-25","0.00","0.0","0.0","55","36"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-11-26","0.00","0.0","0.0","49","28"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-11-27","0.00","0.0","0.0","57","36"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-11-28","0.00","0.0","0.0","62","46"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-11-29","0.00","0.0","0.0","48","35"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-11-30","0.00","0.0","0.0","55","39"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-12-01","0.00","0.0","0.0","53","31"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-12-02","0.00","0.0","0.0","54","35"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-12-03","0.00","0.0","0.0","58","31"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-12-04","0.01","0.0","0.0","65","46"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-12-05","0.00","0.0","0.0","46","28"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-12-06","0.00","0.0","0.0","36","26"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-12-07","0.00","0.1","0.0","29","19"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-12-08","0.00","0.0","0.0","37","18"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-12-09","0.03","0.6","0.0","32","20"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-12-10","0.00","0.0","0.0","36","20"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-12-11","0.05","0.6","1.0","40","26"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-12-12","0.00","0.0","1.0","32","18"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-12-13","0.00","0.0","0.0","38","22"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-12-14","0.00","0.0","0.0","30","18"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-12-15","0.00","0.0","0.0","38","21"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-12-16","0.00","0.0","0.0","48","34"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-12-17","0.00","0.0","0.0","47","32"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-12-18","0.03","0.0","0.0","45","41"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-12-19","0.00","0.0","0.0","51","37"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-12-20","0.00","0.0","0.0","37","30"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-12-21","0.00","0.0","0.0","41","34"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-12-22","0.00","0.0","0.0","41","35"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-12-23","0.00","0.0","0.0","35","21"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-12-24","0.21","2.7","3.0","24","19"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-12-25","0.00","0.0","2.0","22","4"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-12-26","0.00","0.0","2.0","7","-1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-12-27","0.00","0.0","2.0","8","-3"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-12-28","0.03","0.7","2.0","14","2"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-12-29","0.08","1.2","3.0","16","10"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-12-30","0.00","0.0","2.0","15","0"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2017-12-31","0.00","0.0","2.0","15","0"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-01-01","0.00","0.0","2.0","3","-7"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-01-02","0.00","0.0","2.0","7","-10"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-01-03","0.00","0.2","2.0","18","7"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-01-04","0.00","0.0","2.0","13","2"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-01-05","0.00","0.0","2.0","12","0"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-01-06","0.00","0.0","2.0","17","-1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-01-07","0.05","0.4","1.0","33","8"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-01-08","0.00","0.0","1.0","37","30"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-01-09","0.00","0.0","1.0","34","28"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-01-10","0.02","0.0","0.0","56","31"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-01-11","0.16","0.0","0.0","60","23"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-01-12","0.00","0.0","0.0","24","16"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-01-13","0.00","0.0","0.0","18","8"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-01-14","0.06","0.8","1.0","22","7"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-01-15","0.12","2.7","3.0","24","9"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-01-16","0.01","0.4","3.0","25","6"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-01-17","0.00","0.0","2.0","21","5"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-01-18","0.00","0.0","2.0","33","17"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-01-19","0.00","0.0","0.0","40","28"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-01-20","0.00","0.0","0.0","47","33"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-01-21","0.01","0.0","0.0","48","39"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-01-22","0.61","0.0","0.0","55","37"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-01-23","0.07","0.4","0.0","38","29"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-01-24","0.01","0.1","0.0","31","27"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-01-25","0.00","0.0","0.0","44","26"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-01-26","0.00","0.0","0.0","52","37"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-01-27","0.00","0.0","0.0","51","37"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-01-28","0.00","0.0","0.0","42","30"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-01-29","0.00","0.0","0.0","32","18"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-01-30","0.00","0.0","0.0","31","15"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-01-31","0.00","0.0","0.0","44","31"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-02-01","0.00","0.0","0.0","36","9"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-02-02","0.00","0.0","0.0","22","5"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-02-03","0.03","0.8","1.0","42","22"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-02-04","0.12","2.2","3.0","35","7"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-02-05","0.20","2.5","4.0","12","-1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-02-06","0.02","0.3","3.0","22","6"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-02-07","0.08","1.1","4.0","21","12"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-02-08","0.12","1.5","5.0","22","9"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-02-09","0.64","7.3","12.0","29","22"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-02-10","0.04","0.8","10.0","26","17"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-02-11","0.27","3.5","14.0","24","13"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-02-12","0.00","0.0","13.0","29","4"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-02-13","0.00","0.0","12.0","36","17"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-02-14","0.00","0.0","6.0","46","28"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-02-15","0.00","0.0","2.0","48","38"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-02-16","0.00","0.0","1.0","38","20"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-02-17","0.08","1.8","2.0","36","17"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-02-18","0.00","0.0","1.0","42","20"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-02-19","0.83","0.0","0.0","60","39"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-02-20","2.55","0.0","0.0","66","34"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-02-21","0.16","0.0","0.0","34","29"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-02-22","0.00","0.0","0.0","41","31"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-02-23","0.20","0.0","0.0","45","35"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-02-24","0.10","0.0","0.0","51","35"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-02-25","0.02","0.0","0.0","52","34"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-02-26","0.00","0.0","0.0","55","29"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-02-27","0.00","0.0","0.0","62","41"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-02-28","0.01","0.0","0.0","60","38"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-03-01","0.73","0.0","0.0","44","33"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-03-02","0.00","0.0","0.0","46","31"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-03-03","0.00","0.0","0.0","43","35"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-03-04","0.00","0.0","0.0","47","32"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-03-05","0.12","0.4","0.0","42","34"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-03-06","0.05","0.3","0.0","42","33"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-03-07","0.01","0.0","0.0","35","26"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-03-08","0.00","0.0","0.0","36","24"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-03-09","0.00","0.0","0.0","39","23"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-03-10","0.00","0.0","0.0","40","25"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-03-11","0.00","0.0","0.0","41","29"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-03-12","0.00","0.0","0.0","46","31"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-03-13","0.15","1.9","2.0","36","24"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-03-14","0.00","0.0","0.0","47","22"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-03-15","0.00","0.0","0.0","49","31"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-03-16","0.00","0.0","0.0","37","30"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-03-17","0.24","0.1","0.0","45","31"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-03-18","0.00","0.0","0.0","56","28"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-03-19","0.00","0.0","0.0","47","33"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-03-20","0.00","0.0","0.0","37","29"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-03-21","0.00","0.0","0.0","40","30"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-03-22","0.00","0.0","0.0","48","25"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-03-23","0.00","0.0","0.0","43","31"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-03-24","0.00","0.0","0.0","41","33"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-03-25","0.00","0.0","0.0","42","28"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-03-26","0.22","0.0","0.0","55","32"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-03-27","0.29","0.0","0.0","52","43"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-03-28","0.01","0.0","0.0","53","39"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-03-29","0.07","0.0","0.0","49","36"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-03-30","0.00","0.0","0.0","49","35"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-03-31","0.06","0.0","0.0","60","34"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-04-01","0.00","0.0","0.0","37","26"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-04-02","0.00","0.0","0.0","45","23"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-04-03","0.13","0.0","0.0","42","35"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-04-04","0.01","0.1","0.0","36","27"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-04-05","0.10","0.2","0.0","42","24"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-04-06","0.00","0.0","0.0","39","27"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-04-07","0.00","0.0","0.0","39","21"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-04-08","0.00","0.0","0.0","40","23"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-04-09","0.12","1.5","0.0","40","32"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-04-10","0.00","0.0","0.0","46","29"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-04-11","0.00","0.0","0.0","67","39"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-04-12","0.02","0.0","0.0","75","45"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-04-13","0.05","0.0","0.0","53","40"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-04-14","0.47","0.0","0.0","42","37"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-04-15","0.75","0.0","0.0","39","29"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-04-16","0.03","0.8","0.0","35","28"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-04-17","0.00","0.0","0.0","45","30"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-04-18","0.15","0.9","1.0","38","32"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-04-19","0.03","0.2","0.0","55","33"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-04-20","0.00","0.0","0.0","61","33"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-04-21","0.00","0.0","0.0","53","41"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-04-22","0.00","0.0","0.0","62","44"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-04-23","0.00","0.0","0.0","64","43"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-04-24","0.00","0.0","0.0","64","47"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-04-25","0.00","0.0","0.0","53","39"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-04-26","0.00","0.0","0.0","68","36"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-04-27","0.06","0.0","0.0","55","41"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-04-28","0.00","0.0","0.0","51","38"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-04-29","0.00","0.0","0.0","57","33"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-04-30","0.00","0.0","0.0","80","42"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-05-01","0.00","0.0","0.0","86","58"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-05-02","0.22","0.0","0.0","88","66"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-05-03","0.20","0.0","0.0","71","58"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2018-05-04","0.00","0.0","0.0","75","63"
