"STATION","NAME","DATE","PRCP","SNOW","SNWD","TMAX","TMIN"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-05-01","0.47","0.0","0.0","51","44"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-05-02","0.00","0.0","0.0","58","44"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-05-03","0.00","0.0","0.0","68","42"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-05-04","0.53","0.0","0.0","59","44"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-05-05","0.00","0.0","0.0","61","42"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-05-06","0.00","0.0","0.0","83","46"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-05-07","0.00","0.0","0.0","71","49"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-05-08","0.00","0.0","0.0","69","45"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-05-09","0.40","0.0","0.0","60","51"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-05-10","1.66","0.0","0.0","71","54"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-05-11","0.01","0.0","0.0","69","55"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-05-12","0.45","0.0","0.0","71","55"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-05-13","0.66","0.0","0.0","67","45"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-05-14","0.00","0.0","0.0","48","43"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-05-15","0.00","0.0","0.0","57","38"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-05-16","0.00","0.0","0.0","71","47"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-05-17","0.02","0.0","0.0","58","48"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-05-18","0.00","0.0","0.0","66","45"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-05-19","0.00","0.0","0.0","69","44"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-05-20","0.00","0.0","0.0","68","53"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-05-21","0.00","0.0","0.0","76","56"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-05-22","0.00","0.0","0.0","78","54"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-05-23","0.00","0.0","0.0","84","54"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-05-24","0.00","0.0","0.0","89","64"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-05-25","0.73","0.0","0.0","90","65"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-05-26","0.00","0.0","0.0","85","65"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-05-27","0.18","0.0","0.0","84","69"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-05-28","0.00","0.0","0.0","83","70"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-05-29","0.00","0.0","0.0","81","65"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-05-30","0.00","0.0","0.0","87","65"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-05-31","0.83","0.0","0.0","84","65"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-06-01","0.47","0.0","0.0","81","65"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-06-02","0.00","0.0","0.0","80","62"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-06-03","0.00","0.0","0.0","84","63"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-06-04","0.01","0.0","0.0","75","66"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-06-05","0.12","0.0","0.0","81","63"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-06-06","0.00","0.0","0.0","84","62"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-06-07","0.00","0.0","0.0","68","56"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-06-08","0.00","0.0","0.0","70","54"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-06-09","0.10","0.0","0.0","73","58"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-06-10","0.00","0.0","0.0","94","65"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-06-11","0.00","0.0","0.0","93","75"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-06-12","0.00","0.0","0.0","81","61"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-06-13","0.00","0.0","0.0","88","60"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-06-14","0.00","0.0","0.0","88","69"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-06-15","0.70","0.0","0.0","92","69"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-06-16","0.00","0.0","0.0","81","65"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-06-17","0.00","0.0","0.0","86","63"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-06-18","0.00","0.0","0.0","88","64"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-06-19","0.00","0.0","0.0","91","70"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-06-20","0.00","0.0","0.0","92","73"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-06-21","0.00","0.0","0.0","85","66"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-06-22","0.59","0.0","0.0","77","68"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-06-23","0.00","0.0","0.0","80","67"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-06-24","0.00","0.0","0.0","82","67"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-06-25","0.00","0.0","0.0","91","71"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-06-26","0.50","0.0","0.0","90","75"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-06-27","0.00","0.0","0.0","91","70"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-06-28","0.00","0.0","0.0","73","60"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-06-29","0.00","0.0","0.0","78","57"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-06-30","0.00","0.0","0.0","79","64"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-07-01","0.00","0.0","0.0","73","64"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-07-02","0.00","0.0","0.0","77","59"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-07-03","0.00","0.0","0.0","78","62"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-07-04","0.00","0.0","0.0","81","66"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-07-05","0.00","0.0","0.0","88","69"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-07-06","1.79","0.0","0.0","90","68"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-07-07","0.01","0.0","0.0","84","72"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-07-08","0.00","0.0","0.0","88","70"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-07-09","0.00","0.0","0.0","79","67"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-07-10","0.00","0.0","0.0","84","64"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-07-11","0.00","0.0","0.0","92","73"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-07-12","0.00","0.0","0.0","90","76"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-07-13","0.58","0.0","0.0","87","70"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-07-14","0.00","0.0","0.0","88","69"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-07-15","0.05","0.0","0.0","77","65"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-07-16","0.00","0.0","0.0","77","62"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-07-17","1.41","0.0","0.0","86","67"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-07-18","0.00","0.0","0.0","87","70"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-07-19","0.00","0.0","0.0","88","70"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-07-20","0.00","0.0","0.0","89","74"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-07-21","0.78","0.0","0.0","90","75"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-07-22","0.02","0.0","0.0","91","74"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-07-23","1.12","0.0","0.0","92","72"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-07-24","0.70","0.0","0.0","94","73"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-07-25","0.00","0.0","0.0","87","74"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-07-26","0.00","0.0","0.0","87","73"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-07-27","0.00","0.0","0.0","90","71"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-07-28","0.70","0.0","0.0","84","72"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-07-29","1.08","0.0","0.0","82","70"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-07-30","0.00","0.0","0.0","79","71"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-07-31","0.00","0.0","0.0","82","67"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-08-01","0.00","0.0","0.0","83","70"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-08-02","0.00","0.0","0.0","88","73"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-08-03","0.00","0.0","0.0","90","74"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-08-04","0.00","0.0","0.0","92","75"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-08-05","0.00","0.0","0.0","88","74"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-08-06","0.00","0.0","0.0","83","67"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-08-07","0.00","0.0","0.0","84","66"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-08-08","0.00","0.0","0.0","85","74"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-08-09","0.00","0.0","0.0","90","71"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-08-10","0.00","0.0","0.0","91","74"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-08-11","0.00","0.0","0.0","94","77"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-08-12","2.00","0.0","0.0","84","75"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-08-13","0.14","0.0","0.0","85","75"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-08-14","0.00","0.0","0.0","85","69"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-08-15","0.27","0.0","0.0","78","72"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-08-16","0.08","0.0","0.0","85","72"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-08-17","0.00","0.0","0.0","88","71"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-08-18","0.60","0.0","0.0","86","72"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-08-19","0.15","0.0","0.0","85","71"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-08-20","0.77","0.0","0.0","82","66"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-08-21","0.00","0.0","0.0","77","61"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-08-22","0.00","0.0","0.0","79","59"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-08-23","0.00","0.0","0.0","82","65"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-08-24","0.30","0.0","0.0","85","72"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-08-25","0.07","0.0","0.0","85","71"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-08-26","0.04","0.0","0.0","81","68"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-08-27","1.09","0.0","0.0","86","70"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-08-28","0.00","0.0","0.0","83","74"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-08-29","0.03","0.0","0.0","90","73"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-08-30","0.24","0.0","0.0","85","74"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-08-31","0.00","0.0","0.0","78","70"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-09-01","0.00","0.0","0.0","74","65"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-09-02","0.00","0.0","0.0","75","64"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-09-03","0.00","0.0","0.0","77","61"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-09-04","0.00","0.0","0.0","81","63"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-09-05","0.00","0.0","0.0","90","67"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-09-06","0.00","0.0","0.0","93","76"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-09-07","0.03","0.0","0.0","94","76"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-09-08","0.22","0.0","0.0","82","72"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-09-09","0.06","0.0","0.0","81","69"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-09-10","0.05","0.0","0.0","75","62"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-09-11","0.00","0.0","0.0","76","56"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-09-12","0.00","0.0","0.0","81","61"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-09-13","0.00","0.0","0.0","87","65"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-09-14","0.01","0.0","0.0","75","67"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-09-15","0.00","0.0","0.0","78","64"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-09-16","0.05","0.0","0.0","84","66"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-09-17","0.02","0.0","0.0","83","67"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-09-18","0.00","0.0","0.0","82","63"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-09-19","0.00","0.0","0.0","89","63"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-09-20","0.00","0.0","0.0","84","71"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-09-21","0.14","0.0","0.0","77","68"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-09-22","0.00","0.0","0.0","85","68"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-09-23","0.00","0.0","0.0","75","70"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-09-24","0.00","0.0","0.0","76","67"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-09-25","0.30","0.0","0.0","86","65"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-09-26","0.03","0.0","0.0","72","57"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-09-27","0.00","0.0","0.0","72","53"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-09-28","0.82","0.0","0.0","63","52"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-09-29","0.32","0.0","0.0","68","60"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-09-30","0.32","0.0","0.0","66","61"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-10-01","1.58","0.0","0.0","65","59"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-10-02","0.00","0.0","0.0","67","58"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-10-03","0.00","0.0","0.0","67","61"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-10-04","0.00","0.0","0.0","75","62"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-10-05","0.00","0.0","0.0","82","64"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-10-06","0.87","0.0","0.0","76","61"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-10-07","0.00","0.0","0.0","72","49"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-10-08","0.00","0.0","0.0","66","44"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-10-09","0.00","0.0","0.0","63","50"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-10-10","0.00","0.0","0.0","73","50"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-10-11","0.00","0.0","0.0","76","60"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-10-12","0.45","0.0","0.0","68","47"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-10-13","0.00","0.0","0.0","58","41"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-10-14","0.00","0.0","0.0","68","43"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-10-15","0.00","0.0","0.0","71","54"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-10-16","0.42","0.0","0.0","72","65"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-10-17","0.00","0.0","0.0","85","69"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-10-18","0.00","0.0","0.0","78","58"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-10-19","0.00","0.0","0.0","72","53"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-10-20","0.00","0.0","0.0","60","47"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-10-21","0.00","0.0","0.0","55","40"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-10-22","0.00","0.0","0.0","61","38"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-10-23","0.00","0.0","0.0","73","47"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-10-24","0.00","0.0","0.0","57","43"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-10-25","0.02","0.0","0.0","53","42"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-10-26","0.93","0.0","0.0","51","46"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-10-27","0.00","0.0","0.0","52","44"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-10-28","0.00","0.0","0.0","66","43"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-10-29","0.00","0.0","0.0","73","58"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-10-30","0.28","0.0","0.0","58","44"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-10-31","0.00","0.0","0.0","62","44"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-11-01","0.00","0.0","0.0","77","62"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-11-02","0.55","0.0","0.0","66","57"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-11-03","0.00","0.0","0.0","66","52"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-11-04","0.00","0.0","0.0","63","46"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-11-05","0.00","0.0","0.0","69","47"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-11-06","0.00","0.0","0.0","70","48"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-11-07","0.00","0.0","0.0","67","48"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-11-08","0.01","0.0","0.0","64","52"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-11-09","0.00","0.0","0.0","58","43"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-11-10","0.00","0.0","0.0","64","43"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-11-11","0.00","0.0","0.0","53","45"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-11-12","0.00","0.0","0.0","52","36"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-11-13","0.00","0.0","0.0","57","37"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-11-14","0.00","0.0","0.0","61","41"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-11-15","0.00","0.0","0.0","55","39"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-11-16","0.00","0.0","0.0","61","41"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-11-17","0.00","0.0","0.0","74","49"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-11-18","0.11","0.0","0.0","66","40"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-11-19","0.00","0.0","0.0","40","29"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-11-20","0.00","0.0","0.0","36","25"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-11-21","0.00","0.0","0.0","43","24"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-11-22","0.01","0.0","0.0","41","30"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-11-23","0.32","0.0","0.0","46","38"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-11-24","0.00","0.0","0.0","45","37"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-11-25","0.00","0.0","0.0","42","34"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-11-26","0.00","0.0","0.0","48","33"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-11-27","0.07","0.0","0.0","46","35"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-11-28","1.08","0.0","0.0","53","42"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-11-29","0.00","0.0","0.0","58","45"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-11-30","0.00","0.0","0.0","47","36"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-12-01","0.01","0.0","0.0","42","37"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-12-02","0.00","0.0","0.0","41","35"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-12-03","0.00","0.0","0.0","35","31"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-12-04","0.50","5.5","5.0","35","30"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-12-05","0.00","0.0","2.0","35","33"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-12-06","0.00","0.0","1.0","40","28"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-12-07","0.00","0.0","0.0","30","24"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-12-08","0.00","0.0","0.0","25","18"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-12-09","0.00","0.0","0.0","26","20"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-12-10","0.14","3.1","3.0","25","20"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-12-11","0.33","3.9","5.0","35","25"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-12-12","0.00","0.0","5.0","34","14"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-12-13","0.01","0.3","5.0","25","5"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-12-14","0.00","0.0","4.0","21","4"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-12-15","0.00","0.0","4.0","11","1"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-12-16","0.03","0.4","4.0","23","10"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-12-17","0.11","1.2","5.0","26","20"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-12-18","0.04","0.8","5.0","20","-5"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-12-19","0.00","0.0","5.0","16","-6"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-12-20","0.00","0.0","5.0","30","16"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-12-21","0.00","0.0","4.0","38","22"
"USC00111577","CHICAGO MIDWAY AIRPORT 3 SW, IL US","2016-12-22","0.00","0.0","3.0","39","27"
